"Код населённого пункта;Населённый пункт;Численность населения;Код региона;Регион (область);Код федерального округа;Федеральный округ;Код страты;Страта;"
"10753;Саров, Нижегородская область;93493;2055;Нижегородская область;7;Приволжский;100546;Менее 100тыс;"
"11988;Сарс, Пермский край;4471;2028;Пермский край;7;Приволжский;100546;Менее 100тыс;"
"10863;Сасово, Рязанская область;20534;2064;Рязанская область;1;Центральный;100546;Менее 100тыс;"
"11989;Сатис, Нижегородская область;1149;2055;Нижегородская область;7;Приволжский;100546;Менее 100тыс;"
"11061;Сатка, Челябинская область;41556;2076;Челябинская область;6;Уральский;100546;Менее 100тыс;"
"11990;Сафоново, Мурманская область;4273;2054;Мурманская область;3;Северо-Западный;100546;Менее 100тыс;"
"10970;Сафоново, Смоленская область;36779;2069;Смоленская область;1;Центральный;100546;Менее 100тыс;"
"10164;Саяногорск, Республика Хакасия;43726;2020;Республика Хакасия;5;Сибирский;100546;Менее 100тыс;"
"10474;Саянск, Иркутская область;35725;2042;Иркутская область;5;Сибирский;100546;Менее 100тыс;"
"11991;Саянский, Красноярский край;4027;2027;Красноярский край;5;Сибирский;100546;Менее 100тыс;"
"11992;Свердловский, Московская область;27482;2053;Московская область;1;Центральный;100546;Менее 100тыс;"
"11993;Светлая, Приморский край;438;2029;Приморский край;4;Дальневосточный;100546;Менее 100тыс;"
"10500;Светлогорск, Калининградская область;17261;2043;Калининградская область;3;Северо-Западный;100546;Менее 100тыс;"
"10309;Светлоград, Ставропольский край;34406;2030;Ставропольский край;8;Северо-Кавказский;100546;Менее 100тыс;"
"11994;Светлополянск, Кировская область;2228;2046;Кировская область;7;Приволжский;100546;Менее 100тыс;"
"11995;Светлый Яр, Волгоградская область;10592;2038;Волгоградская область;2;Южный;100546;Менее 100тыс;"
"10501;Светлый, Калининградская область;20754;2043;Калининградская область;3;Северо-Западный;100546;Менее 100тыс;"
"11996;Светлый, Республика Саха (Якутия);2970;2015;Республика Саха (Якутия);4;Дальневосточный;100546;Менее 100тыс;"
"10620;Светогорск, Ленинградская область;13296;2050;Ленинградская область;3;Северо-Западный;100546;Менее 100тыс;"
"11997;Свеча, Кировская область;3610;2046;Кировская область;7;Приволжский;100546;Менее 100тыс;"
"10475;Свирск, Иркутская область;15130;2042;Иркутская область;5;Сибирский;100546;Менее 100тыс;"
"11998;Свирьстрой, Ленинградская область;917;2050;Ленинградская область;3;Северо-Западный;100546;Менее 100тыс;"
"10323;Свободный, Амурская область;49825;2032;Амурская область;4;Дальневосточный;100546;Менее 100тыс;"
"11999;Свободный, Саратовская область;1712;2066;Саратовская область;7;Приволжский;100546;Менее 100тыс;"
"12000;Свободный, Свердловская область;8304;2068;Свердловская область;6;Уральский;100546;Менее 100тыс;"
"12001;Свободы, Ставропольский край;18455;2030;Ставропольский край;8;Северо-Кавказский;100546;Менее 100тыс;"
"10832;Себеж, Псковская область;5861;2062;Псковская область;3;Северо-Западный;100546;Менее 100тыс;"
"12002;Себрово, Волгоградская область;4794;2038;Волгоградская область;2;Южный;100546;Менее 100тыс;"
"12003;Северный, Белгородская область;24488;2035;Белгородская область;1;Центральный;100546;Менее 100тыс;"
"12004;Северный, Московская область;3911;2053;Московская область;1;Центральный;100546;Менее 100тыс;"
"12005;Северный, Республика Коми;3611;2011;Республика Коми;3;Северо-Западный;100546;Менее 100тыс;"
"10029;Северобайкальск, Республика Бурятия;24375;2004;Республика Бурятия;4;Дальневосточный;100546;Менее 100тыс;"
"10337;Северодвинск, Архангельская область;155365;2033;Архангельская область;3;Северо-Западный;100545;От 100 тыс. до 250 тыс.;"
"12006;Северо-Енисейский, Красноярский край;5910;2027;Красноярский край;5;Сибирский;100546;Менее 100тыс;"
"10906;Северо-Курильск, Сахалинская область;2314;2067;Сахалинская область;4;Дальневосточный;100546;Менее 100тыс;"
"10729;Североморск, Мурманская область;44486;2054;Мурманская область;3;Северо-Западный;100546;Менее 100тыс;"
"12007;Северомуйск, Республика Бурятия;870;2004;Республика Бурятия;4;Дальневосточный;100546;Менее 100тыс;"
"12008;Североонежск, Архангельская область;4551;2033;Архангельская область;3;Северо-Западный;100546;Менее 100тыс;"
"10951;Североуральск, Свердловская область;23705;2068;Свердловская область;6;Уральский;100546;Менее 100тыс;"
"11008;Северск, Томская область;104982;2072;Томская область;5;Сибирский;100545;От 100 тыс. до 250 тыс.;"
"10366;Севск, Брянская область;6339;2036;Брянская область;1;Центральный;100546;Менее 100тыс;"
"10070;Сегежа, Республика Карелия;22506;2010;Республика Карелия;3;Северо-Западный;100546;Менее 100тыс;"
"12009;Седкыркещ, Республика Коми;1286;2011;Республика Коми;3;Северо-Западный;100546;Менее 100тыс;"
"12010;Сеймчан, Магаданская область;2098;2052;Магаданская область;4;Дальневосточный;100546;Менее 100тыс;"
"12011;Селенгинск, Республика Бурятия;13075;2004;Республика Бурятия;4;Дальневосточный;100546;Менее 100тыс;"
"12012;Селижарово, Тверская область;5615;2071;Тверская область;1;Центральный;100546;Менее 100тыс;"
"10367;Сельцо, Брянская область;15207;2036;Брянская область;1;Центральный;100546;Менее 100тыс;"
"12013;Селятино, Московская область;14537;2053;Московская область;1;Центральный;100546;Менее 100тыс;"
"12014;Семендер, Республика Дагестан;16085;2005;Республика Дагестан;8;Северо-Кавказский;100546;Менее 100тыс;"
"10754;Семёнов, Нижегородская область;24517;2055;Нижегородская область;7;Приволжский;100546;Менее 100тыс;"
"12015;Семибратово, Ярославская область;6361;2077;Ярославская область;1;Центральный;100546;Менее 100тыс;"
"10852;Семикаракорск, Ростовская область;21106;2063;Ростовская область;2;Южный;100546;Менее 100тыс;"
"10443;Семилуки, Воронежская область;28103;2040;Воронежская область;1;Центральный;100546;Менее 100тыс;"
"11039;Сенгилей, Ульяновская область;6194;2075;Ульяновская область;7;Приволжский;100546;Менее 100тыс;"
"12016;Сенной, Саратовская область;5698;2066;Саратовская область;7;Приволжский;100546;Менее 100тыс;"
"10411;Серафимович, Волгоградская область;8389;2038;Волгоградская область;2;Южный;100546;Менее 100тыс;"
"10755;Сергач, Нижегородская область;19465;2055;Нижегородская область;7;Приволжский;100546;Менее 100тыс;"
"10697;Сергиев Посад, Московская область;98476;2053;Московская область;1;Центральный;100546;Менее 100тыс;"
"10816;Сердобск, Пензенская область;29225;2061;Пензенская область;7;Приволжский;100546;Менее 100тыс;"
"12017;Серебряные Пруды, Московская область;8725;2053;Московская область;1;Центральный;100546;Менее 100тыс;"
"12018;Серебряный Бор, Республика Саха (Якутия);1930;2015;Республика Саха (Якутия);4;Дальневосточный;100546;Менее 100тыс;"
"12019;Середейский, Калужская область;1653;2044;Калужская область;1;Центральный;100546;Менее 100тыс;"
"12020;Серноводское, Чеченская Республика;12503;2021;Чеченская Республика;8;Северо-Кавказский;100546;Менее 100тыс;"
"12021;Сернур, Республика Марий Эл;7912;2013;Республика Марий Эл;7;Приволжский;100546;Менее 100тыс;"
"10952;Серов, Свердловская область;91550;2068;Свердловская область;6;Уральский;100546;Менее 100тыс;"
"10698;Серпухов, Московская область;134360;2053;Московская область;1;Центральный;100545;От 100 тыс. до 250 тыс.;"
"10621;Сертолово, Ленинградская область;72273;2050;Ленинградская область;3;Северо-Западный;100546;Менее 100тыс;"
"12022;Серышево, Амурская область;9253;2032;Амурская область;4;Дальневосточный;100546;Менее 100тыс;"
"10019;Сибай, Республика Башкортостан;55354;2003;Республика Башкортостан;7;Приволжский;100546;Менее 100тыс;"
"12023;Сибирский, Алтайский край;10878;2023;Алтайский край;5;Сибирский;100546;Менее 100тыс;"
"12024;Сибирцево, Приморский край;6742;2029;Приморский край;4;Дальневосточный;100546;Менее 100тыс;"
"12025;Сиваки, Амурская область;1160;2032;Амурская область;4;Дальневосточный;100546;Менее 100тыс;"
"12026;Сиверский, Ленинградская область;13018;2050;Ленинградская область;3;Северо-Западный;100546;Менее 100тыс;"
"12027;Силикатный, Ульяновская область;2617;2075;Ульяновская область;7;Приволжский;100546;Менее 100тыс;"
"11062;Сим, Челябинская область;12204;2076;Челябинская область;6;Уральский;100546;Менее 100тыс;"
"12028;Синдор, Республика Коми;1968;2011;Республика Коми;3;Северо-Западный;100546;Менее 100тыс;"
"12029;Синегорье, Магаданская область;1713;2052;Магаданская область;4;Дальневосточный;100546;Менее 100тыс;"
"12030;Синявино, Ленинградская область;4496;2050;Ленинградская область;3;Северо-Западный;100546;Менее 100тыс;"
"12031;Сириус, Краснодарский край;14448;2026;Краснодарский край;2;Южный;100546;Менее 100тыс;"
"12032;Скальный, Пермский край;1564;2028;Пермский край;7;Приволжский;100546;Менее 100тыс;"
"10324;Сковородино, Амурская область;6328;2032;Амурская область;4;Дальневосточный;100546;Менее 100тыс;"
"10864;Скопин, Рязанская область;24055;2064;Рязанская область;1;Центральный;100546;Менее 100тыс;"
"12033;Скоропусковский, Московская область;6486;2053;Московская область;1;Центральный;100546;Менее 100тыс;"
"10191;Славгород, Алтайский край;27040;2023;Алтайский край;5;Сибирский;100546;Менее 100тыс;"
"12034;Славный, Тульская область;1778;2073;Тульская область;1;Центральный;100546;Менее 100тыс;"
"10502;Славск, Калининградская область;3930;2043;Калининградская область;3;Северо-Западный;100546;Менее 100тыс;"
"12035;Славянка, Приморский край;10375;2029;Приморский край;4;Дальневосточный;100546;Менее 100тыс;"
"10224;Славянск-на-Кубани, Краснодарский край;60780;2026;Краснодарский край;2;Южный;100546;Менее 100тыс;"
"10622;Сланцы, Ленинградская область;32984;2050;Ленинградская область;3;Северо-Западный;100546;Менее 100тыс;"
"10561;Слободской, Кировская область;27917;2046;Кировская область;7;Приволжский;100546;Менее 100тыс;"
"10476;Слюдянка, Иркутская область;17906;2042;Иркутская область;5;Сибирский;100546;Менее 100тыс;"
"12036;Смидович, Еврейская автономная область;4215;2081;Еврейская автономная область;4;Дальневосточный;100546;Менее 100тыс;"
"12037;Смирных, Сахалинская область;8447;2067;Сахалинская область;4;Дальневосточный;100546;Менее 100тыс;"
"10971;Смоленск, Смоленская область;310460;2069;Смоленская область;1;Центральный;100544;От 250 тыс. до 500 тыс.;"
"12038;Смолино, Нижегородская область;2353;2055;Нижегородская область;7;Приволжский;100546;Менее 100тыс;"
"12039;Смоляниново, Приморский край;5277;2029;Приморский край;4;Дальневосточный;100546;Менее 100тыс;"
"12040;Смышляевка, Самарская область;7491;2065;Самарская область;7;Приволжский;100546;Менее 100тыс;"
"12041;Снегири, Московская область;5446;2053;Московская область;1;Центральный;100546;Менее 100тыс;"
"11063;Снежинск, Челябинская область;50711;2076;Челябинская область;6;Уральский;100546;Менее 100тыс;"
"12042;Снежногорск, Красноярский край;695;2027;Красноярский край;5;Сибирский;100546;Менее 100тыс;"
"10730;Снежногорск, Мурманская область;10134;2054;Мурманская область;3;Северо-Западный;100546;Менее 100тыс;"
"10391;Собинка, Владимирская область;16246;2037;Владимирская область;1;Центральный;100546;Менее 100тыс;"
"10503;Советск, Калининградская область;38270;2043;Калининградская область;3;Северо-Западный;100546;Менее 100тыс;"
"10562;Советск, Кировская область;14274;2046;Кировская область;7;Приволжский;100546;Менее 100тыс;"
"11029;Советск, Тульская область;7318;2073;Тульская область;1;Центральный;100546;Менее 100тыс;"
"10316;Советская Гавань, Хабаровский край;23232;2031;Хабаровский край;4;Дальневосточный;100546;Менее 100тыс;"
"12043;Советский, Ленинградская область;6911;2050;Ленинградская область;3;Северо-Западный;100546;Менее 100тыс;"
"12044;Советский, Республика Марий Эл;10394;2013;Республика Марий Эл;7;Приволжский;100546;Менее 100тыс;"
"11112;Советский, Ханты-Мансийский автономный округ - Югра;31687;2083;Ханты-Мансийский автономный округ - Югра;6;Уральский;100546;Менее 100тыс;"
"12045;Советское, Саратовская область;2684;2066;Саратовская область;7;Приволжский;100546;Менее 100тыс;"
"10425;Сокол, Вологодская область;33690;2039;Вологодская область;3;Северо-Западный;100546;Менее 100тыс;"
"12046;Сокол, Магаданская область;4098;2052;Магаданская область;4;Дальневосточный;100546;Менее 100тыс;"
"12047;Соколовый, Саратовская область;4984;2066;Саратовская область;7;Приволжский;100546;Менее 100тыс;"
"12048;Сокольское, Нижегородская область;5845;2055;Нижегородская область;7;Приволжский;100546;Менее 100тыс;"
"10575;Солигалич, Костромская область;5297;2047;Костромская область;1;Центральный;100546;Менее 100тыс;"
"10273;Соликамск, Пермский край;87745;2028;Пермский край;7;Приволжский;100546;Менее 100тыс;"
"10699;Солнечногорск, Московская область;48678;2053;Московская область;1;Центральный;100546;Менее 100тыс;"
"12049;Солнечнодольск, Ставропольский край;12923;2030;Ставропольский край;8;Северо-Кавказский;100546;Менее 100тыс;"
"12050;Солнечный, Красноярский край;8412;2027;Красноярский край;5;Сибирский;100546;Менее 100тыс;"
"12051;Солнечный, Республика Саха (Якутия);804;2015;Республика Саха (Якутия);4;Дальневосточный;100546;Менее 100тыс;"
"12052;Солнечный, Тверская область;1760;2071;Тверская область;1;Центральный;100546;Менее 100тыс;"
"12053;Солнечный, Хабаровский край;12122;2031;Хабаровский край;4;Дальневосточный;100546;Менее 100тыс;"
"12054;Солнцево, Курская область;3340;2049;Курская область;1;Центральный;100546;Менее 100тыс;"
"10338;Сольвычегодск, Архангельская область;1768;2033;Архангельская область;3;Северо-Западный;100546;Менее 100тыс;"
"10798;Соль-Илецк, Оренбургская область;25228;2059;Оренбургская область;7;Приволжский;100546;Менее 100тыс;"
"10765;Сольцы, Новгородская область;7999;2056;Новгородская область;3;Северо-Западный;100546;Менее 100тыс;"
"12055;Сонково, Тверская область;3353;2071;Тверская область;1;Центральный;100546;Менее 100тыс;"
"10799;Сорочинск, Оренбургская область;27686;2059;Оренбургская область;7;Приволжский;100546;Менее 100тыс;"
"10165;Сорск, Республика Хакасия;9904;2020;Республика Хакасия;5;Сибирский;100546;Менее 100тыс;"
"10071;Сортавала, Республика Карелия;14593;2010;Республика Карелия;3;Северо-Западный;100546;Менее 100тыс;"
"10523;Сосенский, Калужская область;11215;2044;Калужская область;1;Центральный;100546;Менее 100тыс;"
"10563;Сосновка, Кировская область;7949;2046;Кировская область;7;Приволжский;100546;Менее 100тыс;"
"12056;Сосновка, Тамбовская область;7173;2070;Тамбовская область;1;Центральный;100546;Менее 100тыс;"
"10251;Сосновоборск, Красноярский край;40819;2027;Красноярский край;5;Сибирский;100546;Менее 100тыс;"
"12057;Сосновоборск, Пензенская область;5538;2061;Пензенская область;7;Приволжский;100546;Менее 100тыс;"
"12058;Сосновское , Нижегородская область;8354;2055;Нижегородская область;7;Приволжский;100546;Менее 100тыс;"
"10623;Сосновый Бор, Ленинградская область;63746;2050;Ленинградская область;3;Северо-Западный;100546;Менее 100тыс;"
"12059;Сосновый Бор, Псковская область;1847;2062;Псковская область;3;Северо-Западный;100546;Менее 100тыс;"
"10079;Сосногорск, Республика Коми;21671;2011;Республика Коми;3;Северо-Западный;100546;Менее 100тыс;"
"12060;Сосьва, Свердловская область;6785;2068;Свердловская область;6;Уральский;100546;Менее 100тыс;"
"12061;Софрино, Московская область;15065;2053;Московская область;1;Центральный;100546;Менее 100тыс;"
"10225;Сочи, Краснодарский край;445149;2026;Краснодарский край;2;Южный;100544;От 250 тыс. до 500 тыс.;"
"10524;Спас-Деменск, Калужская область;4558;2044;Калужская область;1;Центральный;100546;Менее 100тыс;"
"10865;Спас-Клепики, Рязанская область;4455;2064;Рязанская область;1;Центральный;100546;Менее 100тыс;"
"12062;Спасск, Кемеровская область - Кузбасс;1513;2045;Кемеровская область;5;Сибирский;100546;Менее 100тыс;"
"10817;Спасск, Пензенская область;6803;2061;Пензенская область;7;Приволжский;100546;Менее 100тыс;"
"10289;Спасск-Дальний, Приморский край;34370;2029;Приморский край;4;Дальневосточный;100546;Менее 100тыс;"
"10866;Спасск-Рязанский, Рязанская область;5534;2064;Рязанская область;1;Центральный;100546;Менее 100тыс;"
"12063;Спирово, Тверская область;5040;2071;Тверская область;1;Центральный;100546;Менее 100тыс;"
"10119;Среднеколымск, Республика Саха (Якутия);3153;2015;Республика Саха (Якутия);4;Дальневосточный;100546;Менее 100тыс;"
"10953;Среднеуральск, Свердловская область;24103;2068;Свердловская область;6;Уральский;100546;Менее 100тыс;"
"12064;Средний, Иркутская область;4707;2042;Иркутская область;5;Сибирский;100546;Менее 100тыс;"
"12065;Средняя Ахтуба, Волгоградская область;14286;2038;Волгоградская область;2;Южный;100546;Менее 100тыс;"
"10199;Сретенск, Забайкальский край;5747;2024;Забайкальский край;4;Дальневосточный;100546;Менее 100тыс;"
"12066;Ставрово , Владимирская область;6667;2037;Владимирская область;1;Центральный;100546;Менее 100тыс;"
"10310;Ставрополь, Ставропольский край;562964;2030;Ставропольский край;8;Северо-Кавказский;100543;От 500 тыс. до 1млн.;"
"12067;Станционно-Ояшинский, Новосибирская область;4046;2057;Новосибирская область;5;Сибирский;100546;Менее 100тыс;"
"12068;Старая Вичуга, Ивановская область;4381;2041;Ивановская область;1;Центральный;100546;Менее 100тыс;"
"12069;Старая Кулатка, Ульяновская область;4093;2075;Ульяновская область;7;Приволжский;100546;Менее 100тыс;"
"10700;Старая Купавна, Московская область;23944;2053;Московская область;1;Центральный;100546;Менее 100тыс;"
"12070;Старая Майна, Ульяновская область;5603;2075;Ульяновская область;7;Приволжский;100546;Менее 100тыс;"
"10766;Старая Русса, Новгородская область;26285;2056;Новгородская область;3;Северо-Западный;100546;Менее 100тыс;"
"12071;Старая Торопа, Тверская область;1493;2071;Тверская область;1;Центральный;100546;Менее 100тыс;"
"11000;Старица, Тверская область;6628;2071;Тверская область;1;Центральный;100546;Менее 100тыс;"
"10368;Стародуб, Брянская область;17305;2036;Брянская область;1;Центральный;100546;Менее 100тыс;"
"12072;Старожилово, Рязанская область;4974;2064;Рязанская область;1;Центральный;100546;Менее 100тыс;"
"12073;Старотимошкино, Ульяновская область;3140;2075;Ульяновская область;7;Приволжский;100546;Менее 100тыс;"
"12074;Староуткинск, Свердловская область;2462;2068;Свердловская область;6;Уральский;100546;Менее 100тыс;"
"12075;Старый Бисер, Пермский край;292;2028;Пермский край;7;Приволжский;100546;Менее 100тыс;"
"10354;Старый Оскол, Белгородская область;215937;2035;Белгородская область;1;Центральный;100545;От 100 тыс. до 250 тыс.;"
"12076;Старь , Брянская область;3927;2036;Брянская область;1;Центральный;100546;Менее 100тыс;"
"12077;Стекольный, Магаданская область;2201;2052;Магаданская область;4;Дальневосточный;100546;Менее 100тыс;"
"12078;Степное Озеро, Алтайский край;5450;2023;Алтайский край;5;Сибирский;100546;Менее 100тыс;"
"12079;Степное, Саратовская область;11704;2066;Саратовская область;7;Приволжский;100546;Менее 100тыс;"
"10020;Стерлитамак, Республика Башкортостан;280487;2003;Республика Башкортостан;7;Приволжский;100544;От 250 тыс. до 500 тыс.;"
"12080;Столбовая, Московская область;5281;2053;Московская область;1;Центральный;100546;Менее 100тыс;"
"11009;Стрежевой, Томская область;37165;2072;Томская область;5;Сибирский;100546;Менее 100тыс;"
"12081;Стрелица, Воронежская область;3983;2040;Воронежская область;1;Центральный;100546;Менее 100тыс;"
"12082;Стрелка, Красноярский край;3855;2027;Красноярский край;5;Сибирский;100546;Менее 100тыс;"
"12083;Стрижи, Кировская область;3110;2046;Кировская область;7;Приволжский;100546;Менее 100тыс;"
"10355;Строитель, Белгородская область;23443;2035;Белгородская область;1;Центральный;100546;Менее 100тыс;"
"12084;Стройкерамика, Самарская область;25406;2065;Самарская область;7;Приволжский;100546;Менее 100тыс;"
"12085;Струги Красные, Псковская область;4413;2062;Псковская область;3;Северо-Западный;100546;Менее 100тыс;"
"10392;Струнино, Владимирская область;11039;2037;Владимирская область;1;Центральный;100546;Менее 100тыс;"
"10701;Ступино, Московская область;63151;2053;Московская область;1;Центральный;100546;Менее 100тыс;"
"11023;Суворов, Тульская область;17201;2073;Тульская область;1;Центральный;100546;Менее 100тыс;"
"10594;Суджа, Курская область;4797;2049;Курская область;1;Центральный;100546;Менее 100тыс;"
"12086;Судиславль, Костромская область;4070;2047;Костромская область;1;Центральный;100546;Менее 100тыс;"
"10393;Судогда, Владимирская область;9889;2037;Владимирская область;1;Центральный;100546;Менее 100тыс;"
"10394;Суздаль, Владимирская область;8751;2037;Владимирская область;1;Центральный;100546;Менее 100тыс;"
"12087;Суземка , Брянская область;8343;2036;Брянская область;1;Центральный;100546;Менее 100тыс;"
"12088;Сузун, Новосибирская область;15256;2057;Новосибирская область;5;Сибирский;100546;Менее 100тыс;"
"12089;Суксун, Пермский край;8245;2028;Пермский край;7;Приволжский;100546;Менее 100тыс;"
"12090;Сулак, Республика Дагестан;9758;2005;Республика Дагестан;8;Северо-Кавказский;100546;Менее 100тыс;"
"12091;Сулея, Челябинская область;2699;2076;Челябинская область;6;Уральский;100546;Менее 100тыс;"
"12092;Суна, Кировская область;1853;2046;Кировская область;7;Приволжский;100546;Менее 100тыс;"
"12093;Сунжа, Республика Ингушетия;63378;2006;Республика Ингушетия;8;Северо-Кавказский;100546;Менее 100тыс;"
"10072;Суоярви, Республика Карелия;6545;2010;Республика Карелия;3;Северо-Западный;100546;Менее 100тыс;"
"12094;Сура, Пензенская область;1522;2061;Пензенская область;7;Приволжский;100546;Менее 100тыс;"
"10369;Сураж, Брянская область;10909;2036;Брянская область;1;Центральный;100546;Менее 100тыс;"
"11113;Сургут, Ханты-Мансийский автономный округ - Югра;432875;2083;Ханты-Мансийский автономный округ - Югра;6;Уральский;100544;От 250 тыс. до 500 тыс.;"
"10412;Суровикино, Волгоградская область;18909;2038;Волгоградская область;2;Южный;100546;Менее 100тыс;"
"10818;Сурск, Пензенская область;5833;2061;Пензенская область;7;Приволжский;100546;Менее 100тыс;"
"12095;Сурское, Ульяновская область;5525;2075;Ульяновская область;7;Приволжский;100546;Менее 100тыс;"
"12096;Сусанино, Костромская область;2881;2047;Костромская область;1;Центральный;100546;Менее 100тыс;"
"12097;Суслонгер, Республика Марий Эл;2545;2013;Республика Марий Эл;7;Приволжский;100546;Менее 100тыс;"
"10637;Сусуман, Магаданская область;4152;2052;Магаданская область;4;Дальневосточный;100546;Менее 100тыс;"
"10525;Сухиничи, Калужская область;14284;2044;Калужская область;1;Центральный;100546;Менее 100тыс;"
"12098;Сухобезводное, Нижегородская область;4633;2055;Нижегородская область;7;Приволжский;100546;Менее 100тыс;"
"12099;Суховерково, Тверская область;584;2071;Тверская область;1;Центральный;100546;Менее 100тыс;"
"12100;Суходол, Самарская область;13000;2065;Самарская область;7;Приволжский;100546;Менее 100тыс;"
"10954;Сухой Лог, Свердловская область;32293;2068;Свердловская область;6;Уральский;100546;Менее 100тыс;"
"10876;Сызрань, Самарская область;159587;2065;Самарская область;7;Приволжский;100545;От 100 тыс. до 250 тыс.;"
"10080;Сыктывкар, Республика Коми;219094;2011;Республика Коми;3;Северо-Западный;100545;От 100 тыс. до 250 тыс.;"
"12101;Сынтул, Рязанская область;1517;2064;Рязанская область;1;Центральный;100546;Менее 100тыс;"
"10955;Сысерть, Свердловская область;20245;2068;Свердловская область;6;Уральский;100546;Менее 100тыс;"
"10972;Сычёвка, Смоленская область;7414;2069;Смоленская область;1;Центральный;100546;Менее 100тыс;"
"12102;Сычёво, Московская область;3151;2053;Московская область;1;Центральный;100546;Менее 100тыс;"
"12103;Сява, Нижегородская область;2251;2055;Нижегородская область;7;Приволжский;100546;Менее 100тыс;"
"10624;Сясьстрой, Ленинградская область;12229;2050;Ленинградская область;3;Северо-Западный;100546;Менее 100тыс;"
"10956;Тавда, Свердловская область;31773;2068;Свердловская область;6;Уральский;100546;Менее 100тыс;"
"12104;Таврическое, Омская область;11485;2058;Омская область;5;Сибирский;100546;Менее 100тыс;"
"10853;Таганрог, Ростовская область;240055;2063;Ростовская область;2;Южный;100545;От 100 тыс. до 250 тыс.;"
"12105;Таежный, Ханты-Мансийский автономный округ - Югра;1563;2083;Ханты-Мансийский автономный округ - Югра;6;Уральский;100546;Менее 100тыс;"
"10544;Тайга, Кемеровская область;21717;2045;Кемеровская область;5;Сибирский;100546;Менее 100тыс;"
"12106;Тайтурка, Иркутская область;4931;2042;Иркутская область;5;Сибирский;100546;Менее 100тыс;"
"12107;Тайцы, Ленинградская область;5207;2050;Ленинградская область;3;Северо-Западный;100546;Менее 100тыс;"
"10477;Тайшет, Иркутская область;33225;2042;Иркутская область;5;Сибирский;100546;Менее 100тыс;"
"12108;Таксимо, Республика Бурятия;7078;2004;Республика Бурятия;4;Дальневосточный;100546;Менее 100тыс;"
"12109;Талакан, Амурская область;3001;2032;Амурская область;4;Дальневосточный;100546;Менее 100тыс;"
"10702;Талдом, Московская область;17048;2053;Московская область;1;Центральный;100546;Менее 100тыс;"
"12110;Талинка, Ханты-Мансийский автономный округ - Югра;3457;2083;Ханты-Мансийский автономный округ - Югра;6;Уральский;100546;Менее 100тыс;"
"10957;Талица, Свердловская область;14471;2068;Свердловская область;6;Уральский;100546;Менее 100тыс;"
"12111;Таловая, Воронежская область;10815;2040;Воронежская область;1;Центральный;100546;Менее 100тыс;"
"12112;Тальменка, Алтайский край;17785;2023;Алтайский край;5;Сибирский;100546;Менее 100тыс;"
"12113;Тамала, Пензенская область;6051;2061;Пензенская область;7;Приволжский;100546;Менее 100тыс;"
"10980;Тамбов, Тамбовская область;254940;2070;Тамбовская область;1;Центральный;100544;От 250 тыс. до 500 тыс.;"
"10787;Тара, Омская область;26874;2058;Омская область;5;Сибирский;100546;Менее 100тыс;"
"12114;Тарки, Республика Дагестан;18520;2005;Республика Дагестан;8;Северо-Кавказский;100546;Менее 100тыс;"
"11127;Тарко-Сале, Ямало-Ненецкий автономный округ;21987;2085;Ямало-Ненецкий автономный округ;6;Уральский;100546;Менее 100тыс;"
"10526;Таруса, Калужская область;9648;2044;Калужская область;1;Центральный;100546;Менее 100тыс;"
"10779;Татарск, Новосибирская область;23210;2057;Новосибирская область;5;Сибирский;100546;Менее 100тыс;"
"12115;Татищево, Саратовская область;6997;2066;Саратовская область;7;Приволжский;100546;Менее 100тыс;"
"10545;Таштагол, Кемеровская область;21209;2045;Кемеровская область;5;Сибирский;100546;Менее 100тыс;"
"11001;Тверь, Тверская область;412806;2071;Тверская область;1;Центральный;100544;От 250 тыс. до 500 тыс.;"
"10057;Теберда, Карачаево-Черкесская республика;8963;2009;Карачаево-Черкесская Республика;8;Северо-Кавказский;100546;Менее 100тыс;"
"12116;Тевриз, Омская область;6678;2058;Омская область;5;Сибирский;100546;Менее 100тыс;"
"10457;Тейково, Ивановская область;30398;2041;Ивановская область;1;Центральный;100546;Менее 100тыс;"
"12117;Тельма, Иркутская область;4748;2042;Иркутская область;5;Сибирский;100546;Менее 100тыс;"
"12118;Тельмана, Ленинградская область;23407;2050;Ленинградская область;3;Северо-Западный;100546;Менее 100тыс;"
"12119;Темиртау, Кемеровская область - Кузбасс;3438;2045;Кемеровская область;5;Сибирский;100546;Менее 100тыс;"
"10109;Темников, Республика Мордовия;6224;2014;Республика Мордовия;7;Приволжский;100546;Менее 100тыс;"
"10226;Темрюк, Краснодарский край;40415;2026;Краснодарский край;2;Южный;100546;Менее 100тыс;"
"12120;Тенишево, Республика Татарстан;685;2017;Республика Татарстан;7;Приволжский;100546;Менее 100тыс;"
"12121;Теплая Гора, Пермский край;2614;2028;Пермский край;7;Приволжский;100546;Менее 100тыс;"
"12122;Теплое, Тульская область;4770;2073;Тульская область;1;Центральный;100546;Менее 100тыс;"
"12123;Теплоозерск, Еврейская автономная область;3369;2081;Еврейская автономная область;4;Дальневосточный;100546;Менее 100тыс;"
"10050;Терек, Кабардино-Балкарская республика;20154;2007;Кабардино-Балкарская Республика;8;Северо-Кавказский;100546;Менее 100тыс;"
"12124;Тереньга, Ульяновская область;5032;2075;Ульяновская область;7;Приволжский;100546;Менее 100тыс;"
"12125;Терней, Приморский край;2777;2029;Приморский край;4;Дальневосточный;100546;Менее 100тыс;"
